Date,Store ID,Product ID,Category,Region,Opening Inventory,Received Today,Predicted Demand,Ending Inventory,Rolling_Std_28,Safety Stock,Reorder Point,Inventory Coverage Days,Demand Trend,Stockout Risk,Overall Risk,Recommended Order Qty,Order Arrival Date,Recommendation,Stockout Quantity,Available Inventory,Days of Cover,Reorder Priority
2024-01-02,S001,P0001,Toys,East,223.0,0.0,119.17333984375,103.82666015625,87.05547705145314,143.64153713489767,501.1615566661477,0.8712238852446255,Increasing,MEDIUM,MEDIUM,398,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,103.82666015625,0.8712238852446255,HIGH
2024-01-02,S001,P0002,Furniture,West,217.0,0.0,131.0240020751953,85.97599792480469,87.0502120502266,143.6328498828739,536.7048561084598,0.6561851001579286,Increasing,MEDIUM,MEDIUM,451,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,85.97599792480469,0.6561851001579286,HIGH
2024-01-02,S001,P0003,Toys,East,69.0,0.0,138.4879913330078,-69.48799133300781,109.84288924395752,181.24076725252988,596.7047412515533,-0.5017618543250959,Decreasing,HIGH,STOCKOUT,667,2024-01-05,URGENT: Reorder immediately to prevent stockout.,69.48799133300781,0.0,0.0,URGENT
2024-01-02,S001,P0004,Groceries,West,338.0,0.0,126.78361511230469,211.2163848876953,106.22189015024138,175.26611874789828,555.6169640848124,1.6659596328800077,Decreasing,MEDIUM,MEDIUM,345,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,211.2163848876953,1.6659596328800077,HIGH
2024-01-02,S001,P0005,Groceries,North,471.0,0.0,138.79837036132812,332.2016296386719,114.87713703673423,189.54727611061145,605.9423871945958,2.393411599674153,Decreasing,MEDIUM,MEDIUM,274,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,332.2016296386719,2.393411599674153,HIGH
2024-01-02,S001,P0006,Electronics,North,305.0,0.0,133.00717163085938,171.99282836914062,97.07540161072525,160.17441265769665,559.1959275502747,1.293109433576107,Increasing,MEDIUM,MEDIUM,388,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,171.99282836914062,1.293109433576107,HIGH
2024-01-02,S001,P0007,Clothing,East,256.0,0.0,149.47613525390625,106.52386474609375,116.37994245268816,192.02690504693544,640.4553108086542,0.7126479726355514,Stable,MEDIUM,MEDIUM,534,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,106.52386474609375,0.7126479726355514,HIGH
2024-01-02,S001,P0008,Electronics,East,315.0,0.0,108.50043487548828,206.49956512451172,87.13770042856787,143.77720570713697,469.27851033360184,1.9032141701688494,Decreasing,MEDIUM,MEDIUM,263,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,206.49956512451172,1.9032141701688494,HIGH
2024-01-02,S001,P0009,Electronics,South,167.0,0.0,168.395263671875,-1.395263671875,85.14739010872877,140.49319367940245,645.6789846950275,-0.00828564676613309,Increasing,HIGH,STOCKOUT,648,2024-01-05,URGENT: Reorder immediately to prevent stockout.,1.395263671875,0.0,0.0,URGENT
2024-01-02,S001,P0010,Furniture,West,167.0,0.0,131.59201049804688,35.407989501953125,98.99422114500332,163.3404648892555,558.1164963833961,0.26907400660527686,Increasing,MEDIUM,MEDIUM,523,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,35.407989501953125,0.26907400660527686,HIGH
2024-01-02,S001,P0011,Electronics,West,449.0,0.0,121.22358703613281,327.7764129638672,105.85252294469231,174.6566628587423,538.3274239671407,2.70389963684351,Decreasing,MEDIUM,MEDIUM,211,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,327.7764129638672,2.70389963684351,HIGH
2024-01-02,S001,P0012,Electronics,East,213.0,0.0,131.78134155273438,81.21865844726562,104.88983260605855,173.0682237999966,568.4122484581997,0.6163137929109995,Decreasing,MEDIUM,MEDIUM,488,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,81.21865844726562,0.6163137929109995,HIGH
2024-01-02,S001,P0013,Groceries,North,356.0,0.0,139.12646484375,216.87353515625,90.53119986031416,149.37647976951837,566.7558743007684,1.558823013290937,Stable,MEDIUM,MEDIUM,350,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,216.87353515625,1.558823013290937,HIGH
2024-01-02,S001,P0014,Groceries,South,293.0,0.0,148.073486328125,144.926513671875,109.9239937026234,181.3745896093286,625.5950485937036,0.9787472238664224,Stable,MEDIUM,MEDIUM,481,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,144.926513671875,0.9787472238664224,HIGH
2024-01-02,S001,P0015,Electronics,East,356.0,0.0,127.42597198486328,228.57402801513672,97.88506244435588,161.5103530331872,543.788268987777,1.7937789640112665,Increasing,MEDIUM,MEDIUM,316,2024-01-05,HIGH PRIORITY: Reorder stock within the lead time.,0.0,228.57402801513672,1.7937789640112665,HIGH
2024-01-02,S001,P0016,Electronics,East,74.0,0.0,147.54196166992188,-73.54196166992188,123.54066656893306,203.84209983873953,646.4679848485051,-0.4984477692823997,Increasing,HIGH,STOCKOUT,721,2024-01-05,URGENT: Reorder immediately to prevent stockout.,73.54196166992188,0.0,0.0,URGENT
